Día,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic
1,"19.627,70","19.741,03","19.766,45","19.825,08","19.961,82","20.063,62","20.260,76","20.551,08","20.798,32","20.994,61","21.216,34","21.416,58"
2,"19.632,75","19.744,20","19.766,45","19.827,63","19.967,13","20.066,20","20.268,82","20.560,95","20.805,66","21.000,88","21.223,83","21.422,97"
3,"19.637,80","19.747,38","19.766,45","19.830,19","19.972,43","20.068,78","20.276,88","20.570,83","20.813,01","21.007,16","21.231,32","21.429,37"
4,"19.642,85","19.750,56","19.766,45","19.832,74","19.977,74","20.071,37","20.284,94","20.580,71","20.820,35","21.013,43","21.238,81","21.435,77"
5,"19.647,89","19.753,73","19.766,45","19.835,30","19.983,04","20.073,95","20.293,01","20.590,59","20.827,70","21.019,71","21.246,31","21.442,18"
6,"19.652,95","19.756,91","19.766,45","19.837,85","19.988,35","20.076,54","20.301,08","20.600,49","20.835,05","21.025,99","21.253,81","21.448,58"
7,"19.658,00","19.760,09","19.766,45","19.840,41","19.993,66","20.079,13","20.309,15","20.610,38","20.842,41","21.032,27","21.261,31","21.454,99"
8,"19.663,05","19.763,27","19.766,45","19.842,96","19.998,97","20.081,71","20.317,23","20.620,28","20.849,76","21.038,55","21.268,82","21.461,40"
9,"19.668,11","19.766,45","19.766,45","19.845,52","20.004,28","20.084,30","20.325,31","20.630,19","20.857,12","21.044,83","21.276,32","21.467,81"
10,"19.671,27","19.766,45","19.769,00","19.850,79","20.006,86","20.092,29","20.335,07","20.637,47","20.863,35","21.052,26","21.282,68","21.467,12"
11,"19.674,44","19.766,45","19.771,54","19.856,06","20.009,43","20.100,28","20.344,84","20.644,76","20.869,58","21.059,69","21.289,03","21.466,42"
12,"19.677,61","19.766,45","19.774,09","19.861,34","20.012,01","20.108,27","20.354,62","20.652,04","20.875,82","21.067,12","21.295,39","21.465,73"
13,"19.680,77","19.766,45","19.776,63","19.866,62","20.014,59","20.116,27","20.364,39","20.659,33","20.882,05","21.074,56","21.301,75","21.465,04"
14,"19.683,94","19.766,45","19.779,18","19.871,89","20.017,16","20.124,27","20.374,18","20.666,62","20.888,29","21.082,00","21.308,12","21.464,35"
15,"19.687,11","19.766,45","19.781,73","19.877,17","20.019,74","20.132,27","20.383,97","20.673,92","20.894,53","21.089,44","21.314,48","21.463,65"
16,"19.690,27","19.766,45","19.784,28","19.882,45","20.022,32","20.140,28","20.393,76","20.681,22","20.900,77","21.096,88","21.320,85","21.462,96"
17,"19.693,44","19.766,45","19.786,82","19.887,73","20.024,90","20.148,29","20.403,55","20.688,52","20.907,01","21.104,33","21.327,22","21.462,27"
18,"19.696,61","19.766,45","19.789,37","19.893,02","20.027,48","20.156,30","20.413,36","20.695,82","20.913,26","21.111,78","21.333,59","21.461,58"
19,"19.699,78","19.766,45","19.791,92","19.898,30","20.030,06","20.164,32","20.423,16","20.703,12","20.919,50","21.119,23","21.339,96","21.460,88"
20,"19.702,95","19.766,45","19.794,47","19.903,59","20.032,64","20.172,34","20.432,97","20.710,43","20.925,75","21.126,68","21.346,33","21.460,19"
21,"19.706,12","19.766,45","19.797,02","19.908,87","20.035,22","20.180,36","20.442,79","20.717,74","20.932,00","21.134,14","21.352,71","21.459,50"
22,"19.709,29","19.766,45","19.799,57","19.914,16","20.037,80","20.188,39","20.452,61","20.725,05","20.938,26","21.141,60","21.359,09","21.458,80"
23,"19.712,46","19.766,45","19.802,12","19.919,45","20.040,38","20.196,41","20.462,44","20.732,37","20.944,51","21.149,06","21.365,47","21.458,11"
24,"19.715,63","19.766,45","19.804,67","19.924,74","20.042,96","20.204,45","20.472,27","20.739,69","20.950,77","21.156,53","21.371,85","21.457,42"
25,"19.718,81","19.766,45","19.807,22","19.930,04","20.045,54","20.212,48","20.482,10","20.747,01","20.957,02","21.163,99","21.378,23","21.456,73"
26,"19.721,98","19.766,45","19.809,77","19.935,33","20.048,12","20.220,52","20.491,94","20.754,33","20.963,28","21.171,46","21.384,62","21.456,03"
27,"19.725,15","19.766,45","19.812,32","19.940,63","20.050,70","20.228,56","20.501,78","20.761,65","20.969,55","21.178,94","21.391,01","21.455,34"
28,"19.728,33","19.766,45","19.814,87","19.945,92","20.053,28","20.236,61","20.511,63","20.768,98","20.975,81","21.186,41","21.397,40","21.454,65"
29,"19.731,50","19.766,45","19.817,42","19.951,22","20.055,87","20.244,65","20.521,49","20.776,31","20.982,08","21.193,89","21.403,79","21.453,96"
30,"19.734,67",,"19.819,98","19.956,52","20.058,45","20.252,71","20.531,34","20.783,65","20.988,34","21.201,37","21.410,18","21.453,26"
31,"19.737,85",,"19.822,53",,"20.061,03",,"20.541,21","20.790,98",,"21.208,85",,"21.452,57"
