Día,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic
1,"18.335,20","18.339,32","18.383,35","18.371,78","18.416,12","18.517,75","18.627,89","18.782,07","18.978,97","19.185,94","19.398,81","19.496,43"
2,"18.334,01","18.339,92","18.385,32","18.370,59","18.418,57","18.521,32","18.631,60","18.787,50","18.985,67","19.192,93","19.405,65","19.498,38"
3,"18.332,83","18.340,51","18.387,29","18.369,41","18.421,03","18.524,89","18.635,32","18.792,93","18.992,37","19.199,93","19.412,50","19.500,32"
4,"18.331,64","18.341,10","18.389,25","18.368,22","18.423,48","18.528,47","18.639,04","18.798,36","18.999,08","19.206,94","19.419,36","19.502,27"
5,"18.330,46","18.341,69","18.391,22","18.367,04","18.425,93","18.532,04","18.642,75","18.803,80","19.005,78","19.213,94","19.426,21","19.504,22"
6,"18.329,28","18.342,28","18.393,19","18.365,85","18.428,38","18.535,62","18.646,47","18.809,23","19.012,49","19.220,95","19.433,07","19.506,17"
7,"18.328,09","18.342,87","18.395,16","18.364,66","18.430,83","18.539,20","18.650,19","18.814,67","19.019,20","19.227,96","19.439,93","19.508,11"
8,"18.326,91","18.343,46","18.397,12","18.363,48","18.433,29","18.542,78","18.653,91","18.820,11","19.025,92","19.234,97","19.446,79","19.510,06"
9,"18.325,73","18.344,06","18.399,09","18.362,29","18.435,74","18.546,35","18.657,63","18.825,55","19.032,63","19.241,99","19.453,65","19.512,01"
10,"18.326,32","18.346,02","18.397,90","18.364,73","18.439,30","18.550,05","18.663,02","18.832,19","19.039,57","19.248,78","19.455,59","19.517,03"
11,"18.326,91","18.347,99","18.396,71","18.367,18","18.442,86","18.553,75","18.668,42","18.838,84","19.046,52","19.255,58","19.457,54","19.522,04"
12,"18.327,50","18.349,95","18.395,53","18.369,62","18.446,42","18.557,45","18.673,81","18.845,49","19.053,46","19.262,37","19.459,48","19.527,06"
13,"18.328,09","18.351,91","18.394,34","18.372,07","18.449,98","18.561,15","18.679,21","18.852,14","19.060,41","19.269,17","19.461,42","19.532,08"
14,"18.328,68","18.353,88","18.393,15","18.374,51","18.453,54","18.564,85","18.684,61","18.858,80","19.067,36","19.275,97","19.463,36","19.537,10"
15,"18.329,28","18.355,84","18.391,96","18.376,96","18.457,10","18.568,55","18.690,01","18.865,45","19.074,32","19.282,78","19.465,31","19.542,13"
16,"18.329,87","18.357,80","18.390,77","18.379,40","18.460,66","18.572,26","18.695,42","18.872,11","19.081,28","19.289,58","19.467,25","19.547,15"
17,"18.330,46","18.359,77","18.389,59","18.381,85","18.464,22","18.575,96","18.700,82","18.878,77","19.088,24","19.296,39","19.469,20","19.552,17"
18,"18.331,05","18.361,73","18.388,40","18.384,29","18.467,79","18.579,66","18.706,23","18.885,44","19.095,20","19.303,20","19.471,14","19.557,20"
19,"18.331,64","18.363,70","18.387,21","18.386,74","18.471,35","18.583,37","18.711,63","18.892,10","19.102,16","19.310,02","19.473,08","19.562,23"
20,"18.332,23","18.365,66","18.386,02","18.389,19","18.474,91","18.587,07","18.717,04","18.898,77","19.109,13","19.316,83","19.475,03","19.567,26"
21,"18.332,82","18.367,63","18.384,84","18.391,63","18.478,48","18.590,78","18.722,45","18.905,44","19.116,10","19.323,65","19.476,97","19.572,29"
22,"18.333,41","18.369,59","18.383,65","18.394,08","18.482,05","18.594,49","18.727,86","18.912,11","19.123,07","19.330,47","19.478,92","19.577,32"
23,"18.334,00","18.371,56","18.382,46","18.396,53","18.485,61","18.598,20","18.733,28","18.918,79","19.130,05","19.337,29","19.480,86","19.582,35"
24,"18.334,60","18.373,52","18.381,28","18.398,98","18.489,18","18.601,91","18.738,69","18.925,47","19.137,02","19.344,12","19.482,81","19.587,39"
25,"18.335,19","18.375,49","18.380,09","18.401,43","18.492,75","18.605,62","18.744,11","18.932,15","19.144,00","19.350,95","19.484,75","19.592,42"
26,"18.335,78","18.377,45","18.378,90","18.403,88","18.496,32","18.609,33","18.749,53","18.938,83","19.150,99","19.357,78","19.486,70","19.597,46"
27,"18.336,37","18.379,42","18.377,71","18.406,32","18.499,89","18.613,04","18.754,95","18.945,51","19.157,97","19.364,61","19.488,65","19.602,49"
28,"18.336,96","18.381,39","18.376,53","18.408,77","18.503,46","18.616,75","18.760,37","18.952,20","19.164,96","19.371,44","19.490,59","19.607,53"
29,"18.337,55",,"18.375,34","18.411,22","18.507,03","18.620,46","18.765,79","18.958,89","19.171,95","19.378,28","19.492,54","19.612,57"
30,"18.338,14",,"18.374,15","18.413,67","18.510,60","18.624,17","18.771,22","18.965,58","19.178,94","19.385,12","19.494,48","19.617,62"
31,"18.338,73",,"18.372,97",,"18.514,17",,"18.776,64","18.972,28",,"19.391,96",,"19.622,66"
