Día,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic
1,"21.451,88","21.255,10","21.067,76","20.957,06","20.996,77","20.987,93","20.930,92","20.960,69","20.914,61","20.831,67","20.963,61","21.017,51"
2,"21.451,19","21.246,83","21.061,72","20.954,35","20.999,56","20.986,58","20.928,83","20.962,72","20.911,91","20.828,89","20.970,34","21.017,51"
3,"21.450,50","21.238,55","21.055,68","20.951,64","21.002,36","20.985,22","20.926,73","20.964,74","20.909,21","20.826,11","20.977,08","21.017,51"
4,"21.449,80","21.230,28","21.049,64","20.948,93","21.005,15","20.983,87","20.924,63","20.966,77","20.906,50","20.823,32","20.983,81","21.017,51"
5,"21.449,11","21.222,02","21.043,60","20.946,22","21.007,95","20.982,51","20.922,54","20.968,80","20.903,80","20.820,54","20.990,55","21.017,51"
6,"21.448,42","21.213,75","21.037,57","20.943,51","21.010,74","20.981,16","20.920,44","20.970,82","20.901,10","20.817,76","20.997,29","21.017,51"
7,"21.447,73","21.205,49","21.031,53","20.940,81","21.013,54","20.979,80","20.918,35","20.972,85","20.898,40","20.814,98","21.004,03","21.017,51"
8,"21.447,03","21.197,24","21.025,50","20.938,10","21.016,33","20.978,45","20.916,25","20.974,88","20.895,69","20.812,20","21.010,77","21.017,51"
9,"21.446,34","21.188,98","21.019,47","20.935,39","21.019,13","20.977,09","20.914,16","20.976,90","20.892,99","20.809,42","21.017,51","21.017,51"
10,"21.437,99","21.182,90","21.016,75","20.938,18","21.017,77","20.974,99","20.916,18","20.974,19","20.890,20","20.816,10","21.017,51","21.014,11"
11,"21.429,64","21.176,83","21.014,04","20.940,96","21.016,42","20.972,89","20.918,20","20.971,48","20.887,41","20.822,78","21.017,51","21.010,71"
12,"21.421,30","21.170,75","21.011,32","20.943,75","21.015,06","20.970,79","20.920,22","20.968,77","20.884,62","20.829,47","21.017,51","21.007,32"
13,"21.412,96","21.164,68","21.008,60","20.946,54","21.013,70","20.968,69","20.922,25","20.966,05","20.881,83","20.836,15","21.017,51","21.003,92"
14,"21.404,62","21.158,61","21.005,89","20.949,32","21.012,34","20.966,59","20.924,27","20.963,34","20.879,04","20.842,84","21.017,51","21.000,52"
15,"21.396,29","21.152,54","21.003,17","20.952,11","21.010,99","20.964,49","20.926,29","20.960,63","20.876,25","20.849,53","21.017,51","20.997,13"
16,"21.387,96","21.146,47","21.000,46","20.954,90","21.009,63","20.962,39","20.928,31","20.957,92","20.873,46","20.856,23","21.017,51","20.993,73"
17,"21.379,63","21.140,41","20.997,74","20.957,69","21.008,27","20.960,29","20.930,33","20.955,21","20.870,67","20.862,92","21.017,51","20.990,34"
18,"21.371,30","21.134,35","20.995,03","20.960,48","21.006,92","20.958,19","20.932,36","20.952,51","20.867,88","20.869,62","21.017,51","20.986,95"
19,"21.362,98","21.128,28","20.992,31","20.963,27","21.005,56","20.956,09","20.934,38","20.949,80","20.865,10","20.876,32","21.017,51","20.983,55"
20,"21.354,66","21.122,22","20.989,60","20.966,06","21.004,20","20.953,99","20.936,40","20.947,09","20.862,31","20.883,02","21.017,51","20.980,16"
21,"21.346,35","21.116,17","20.986,88","20.968,85","21.002,85","20.951,89","20.938,43","20.944,38","20.859,52","20.889,73","21.017,51","20.976,77"
22,"21.338,04","21.110,11","20.984,17","20.971,64","21.001,49","20.949,80","20.940,45","20.941,67","20.856,73","20.896,43","21.017,51","20.973,38"
23,"21.329,73","21.104,05","20.981,46","20.974,43","21.000,13","20.947,70","20.942,47","20.938,96","20.853,95","20.903,14","21.017,51","20.969,99"
24,"21.321,42","21.098,00","20.978,75","20.977,22","20.998,78","20.945,60","20.944,50","20.936,26","20.851,16","20.909,85","21.017,51","20.966,60"
25,"21.313,12","21.091,95","20.976,03","20.980,01","20.997,42","20.943,50","20.946,52","20.933,55","20.848,38","20.916,56","21.017,51","20.963,21"
26,"21.304,82","21.085,90","20.973,32","20.982,80","20.996,07","20.941,41","20.948,54","20.930,84","20.845,59","20.923,28","21.017,51","20.959,82"
27,"21.296,53","21.079,85","20.970,61","20.985,59","20.994,71","20.939,31","20.950,57","20.928,14","20.842,81","20.930,00","21.017,51","20.956,43"
28,"21.288,24","21.073,81","20.967,90","20.988,39","20.993,35","20.937,21","20.952,59","20.925,43","20.840,02","20.936,72","21.017,51","20.953,04"
29,"21.279,95",,"20.965,19","20.991,18","20.992,00","20.935,11","20.954,62","20.922,73","20.837,24","20.943,44","21.017,51","20.949,65"
30,"21.271,66",,"20.962,48","20.993,97","20.990,64","20.933,02","20.956,64","20.920,02","20.834,45","20.950,16","21.017,51","20.946,26"
31,"21.263,38",,"20.959,77",,"20.989,29",,"20.958,67","20.917,32",,"20.956,89",,"20.942,88"
