Día,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic
1,"16.918,36","16.867,61","16.830,11","16.820,82","16.870,13","16.938,19","17.017,78","17.090,98","17.133,97","17.193,07","17.224,15","17.266,48"
2,"16.916,72","16.865,97","16.828,95","16.820,82","16.872,38","16.940,38","17.020,61","17.093,18","17.135,07","17.195,36","17.224,70","17.268,20"
3,"16.915,09","16.864,34","16.827,79","16.820,82","16.874,63","16.942,56","17.023,44","17.095,38","17.136,18","17.197,65","17.225,26","17.269,93"
4,"16.913,45","16.862,70","16.826,63","16.820,82","16.876,87","16.944,74","17.026,27","17.097,58","17.137,28","17.199,93","17.225,81","17.271,65"
5,"16.911,81","16.861,07","16.825,47","16.820,82","16.879,12","16.946,92","17.029,10","17.099,78","17.138,39","17.202,22","17.226,37","17.273,38"
6,"16.910,17","16.859,44","16.824,30","16.820,82","16.881,36","16.949,10","17.031,93","17.101,98","17.139,49","17.204,51","17.226,93","17.275,10"
7,"16.908,53","16.857,80","16.823,14","16.820,82","16.883,61","16.951,29","17.034,76","17.104,19","17.140,60","17.206,80","17.227,48","17.276,83"
8,"16.906,89","16.856,17","16.821,98","16.820,82","16.885,86","16.953,47","17.037,60","17.106,39","17.141,70","17.209,09","17.228,04","17.278,55"
9,"16.905,25","16.854,53","16.820,82","16.820,82","16.888,10","16.955,65","17.040,43","17.108,59","17.142,81","17.211,38","17.228,59","17.280,28"
10,"16.903,61","16.853,37","16.820,82","16.823,06","16.890,27","16.958,47","17.042,62","17.109,69","17.145,09","17.211,93","17.230,31","17.281,95"
11,"16.901,97","16.852,20","16.820,82","16.825,30","16.892,45","16.961,29","17.044,82","17.110,80","17.147,37","17.212,49","17.232,03","17.283,62"
12,"16.900,34","16.851,04","16.820,82","16.827,54","16.894,63","16.964,11","17.047,01","17.111,90","17.149,65","17.213,04","17.233,75","17.285,29"
13,"16.898,70","16.849,88","16.820,82","16.829,78","16.896,80","16.966,93","17.049,21","17.113,00","17.151,94","17.213,60","17.235,47","17.286,96"
14,"16.897,06","16.848,71","16.820,82","16.832,02","16.898,98","16.969,75","17.051,41","17.114,10","17.154,22","17.214,15","17.237,19","17.288,63"
15,"16.895,42","16.847,55","16.820,82","16.834,26","16.901,15","16.972,57","17.053,60","17.115,21","17.156,50","17.214,71","17.238,91","17.290,30"
16,"16.893,78","16.846,39","16.820,82","16.836,50","16.903,33","16.975,39","17.055,80","17.116,31","17.158,79","17.215,26","17.240,64","17.291,97"
17,"16.892,15","16.845,22","16.820,82","16.838,74","16.905,51","16.978,22","17.057,99","17.117,41","17.161,07","17.215,82","17.242,36","17.293,64"
18,"16.890,51","16.844,06","16.820,82","16.840,98","16.907,68","16.981,04","17.060,19","17.118,52","17.163,35","17.216,38","17.244,08","17.295,31"
19,"16.888,87","16.842,90","16.820,82","16.843,22","16.909,86","16.983,86","17.062,39","17.119,62","17.165,64","17.216,93","17.245,80","17.296,99"
20,"16.887,24","16.841,74","16.820,82","16.845,46","16.912,04","16.986,69","17.064,59","17.120,72","17.167,92","17.217,49","17.247,52","17.298,66"
21,"16.885,60","16.840,57","16.820,82","16.847,70","16.914,22","16.989,51","17.066,78","17.121,83","17.170,21","17.218,04","17.249,25","17.300,33"
22,"16.883,96","16.839,41","16.820,82","16.849,94","16.916,40","16.992,34","17.068,98","17.122,93","17.172,49","17.218,60","17.250,97","17.302,00"
23,"16.882,33","16.838,25","16.820,82","16.852,19","16.918,57","16.995,16","17.071,18","17.124,03","17.174,78","17.219,15","17.252,69","17.303,67"
24,"16.880,69","16.837,09","16.820,82","16.854,43","16.920,75","16.997,99","17.073,38","17.125,14","17.177,06","17.219,71","17.254,41","17.305,34"
25,"16.879,06","16.835,92","16.820,82","16.856,67","16.922,93","17.000,81","17.075,58","17.126,24","17.179,35","17.220,26","17.256,14","17.307,02"
26,"16.877,42","16.834,76","16.820,82","16.858,91","16.925,11","17.003,64","17.077,78","17.127,35","17.181,63","17.220,82","17.257,86","17.308,69"
27,"16.875,78","16.833,60","16.820,82","16.861,16","16.927,29","17.006,47","17.079,97","17.128,45","17.183,92","17.221,37","17.259,58","17.310,36"
28,"16.874,15","16.832,44","16.820,82","16.863,40","16.929,47","17.009,29","17.082,17","17.129,55","17.186,21","17.221,93","17.261,31","17.312,03"
29,"16.872,51","16.831,28","16.820,82","16.865,65","16.931,65","17.012,12","17.084,37","17.130,66","17.188,49","17.222,48","17.263,03","17.313,71"
30,"16.870,88",,"16.820,82","16.867,89","16.933,83","17.014,95","17.086,57","17.131,76","17.190,78","17.223,04","17.264,75","17.315,38"
31,"16.869,24",,"16.820,82",,"16.936,01",,"17.088,77","17.132,87",,"17.223,59",,"17.317,05"
