Día,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic
1,"20.939,49","20.865,85","20.924,09","21.000,55","21.032,20","21.115,80","21.204,99","21.227,57","21.321,99","21.339,28","21.396,87","21.434,63"
2,"20.936,11","20.863,83","20.927,82","21.002,58","21.032,90","21.119,20","21.207,81","21.227,57","21.326,11","21.338,57","21.399,63","21.435,34"
3,"20.932,72","20.861,81","20.931,55","21.004,61","21.033,60","21.122,60","21.210,63","21.227,57","21.330,22","21.337,85","21.402,38","21.436,05"
4,"20.929,34","20.859,79","20.935,27","21.006,64","21.034,30","21.126,00","21.213,45","21.227,57","21.334,34","21.337,14","21.405,14","21.436,77"
5,"20.925,95","20.857,77","20.939,00","21.008,67","21.035,00","21.129,40","21.216,28","21.227,57","21.338,46","21.336,43","21.407,89","21.437,48"
6,"20.922,57","20.855,75","20.942,73","21.010,70","21.035,70","21.132,80","21.219,10","21.227,57","21.342,58","21.335,72","21.410,65","21.438,20"
7,"20.919,19","20.853,72","20.946,46","21.012,73","21.036,41","21.136,20","21.221,92","21.227,57","21.346,70","21.335,01","21.413,41","21.438,91"
8,"20.915,80","20.851,70","20.950,20","21.014,76","21.037,11","21.139,60","21.224,75","21.227,57","21.350,81","21.334,30","21.416,17","21.439,62"
9,"20.912,42","20.849,68","20.953,93","21.016,79","21.037,81","21.143,00","21.227,57","21.227,57","21.354,94","21.333,59","21.418,92","21.440,34"
10,"20.910,39","20.853,39","20.955,95","21.017,49","21.041,20","21.145,81","21.227,57","21.231,67","21.354,23","21.336,34","21.419,63","21.441,03"
11,"20.908,37","20.857,11","20.957,98","21.018,19","21.044,58","21.148,63","21.227,57","21.235,76","21.353,52","21.339,09","21.420,35","21.441,72"
12,"20.906,34","20.860,82","20.960,01","21.018,89","21.047,97","21.151,44","21.227,57","21.239,86","21.352,80","21.341,83","21.421,06","21.442,41"
13,"20.904,31","20.864,54","20.962,03","21.019,59","21.051,35","21.154,26","21.227,57","21.243,96","21.352,09","21.344,58","21.421,77","21.443,11"
14,"20.902,29","20.868,26","20.964,06","21.020,29","21.054,74","21.157,07","21.227,57","21.248,06","21.351,38","21.347,33","21.422,49","21.443,80"
15,"20.900,26","20.871,98","20.966,08","21.020,99","21.058,13","21.159,89","21.227,57","21.252,16","21.350,67","21.350,08","21.423,20","21.444,49"
16,"20.898,24","20.875,69","20.968,11","21.021,69","21.061,52","21.162,70","21.227,57","21.256,26","21.349,96","21.352,83","21.423,92","21.445,18"
17,"20.896,21","20.879,41","20.970,13","21.022,39","21.064,91","21.165,52","21.227,57","21.260,37","21.349,24","21.355,58","21.424,63","21.445,87"
18,"20.894,19","20.883,13","20.972,16","21.023,09","21.068,29","21.168,34","21.227,57","21.264,47","21.348,53","21.358,33","21.425,34","21.446,56"
19,"20.892,16","20.886,85","20.974,19","21.023,79","21.071,68","21.171,15","21.227,57","21.268,57","21.347,82","21.361,08","21.426,06","21.447,25"
20,"20.890,14","20.890,57","20.976,21","21.024,49","21.075,08","21.173,97","21.227,57","21.272,68","21.347,11","21.363,83","21.426,77","21.447,95"
21,"20.888,11","20.894,29","20.978,24","21.025,19","21.078,47","21.176,79","21.227,57","21.276,78","21.346,40","21.366,58","21.427,48","21.448,64"
22,"20.886,09","20.898,02","20.980,27","21.025,89","21.081,86","21.179,61","21.227,57","21.280,89","21.345,68","21.369,33","21.428,20","21.449,33"
23,"20.884,06","20.901,74","20.982,30","21.026,60","21.085,25","21.182,42","21.227,57","21.285,00","21.344,97","21.372,09","21.428,91","21.450,02"
24,"20.882,04","20.905,46","20.984,32","21.027,30","21.088,64","21.185,24","21.227,57","21.289,10","21.344,26","21.374,84","21.429,63","21.450,71"
25,"20.880,02","20.909,19","20.986,35","21.028,00","21.092,04","21.188,06","21.227,57","21.293,21","21.343,55","21.377,59","21.430,34","21.451,70"
26,"20.877,99","20.912,91","20.988,38","21.028,70","21.095,43","21.190,88","21.227,57","21.297,32","21.342,84","21.380,34","21.431,05","21.452,09"
27,"20.875,97","20.916,64","20.990,41","21.029,40","21.098,82","21.193,70","21.227,57","21.301,43","21.342,12","21.383,10","21.431,77","21.452,79"
28,"20.873,95","20.920,36","20.992,44","21.030,10","21.102,22","21.196,52","21.227,57","21.305,54","21.341,41","21.385,85","21.432,48","21.453,48"
29,"20.871,92",,"20.994,46","21.030,80","21.105,61","21.199,34","21.227,57","21.309,65","21.340,70","21.388,61","21.433,20","21.454,17"
30,"20.869,90",,"20.996,49","21.031,50","21.109,01","21.202,16","21.227,57","21.313,77","21.339,99","21.391,36","21.433,91","21.454,86"
31,"20.867,88",,"20.998,52",,"21.112,41",,"21.227,57","21.317,88",,"21.394,11",,"21.455,55"
